customer_id,tenure,monthly_charges,total_charges,contract,usage_frequency,support_tickets,engagement_score,last_activity_days,churn,cluster,segment_name
CUS-004386,68,91.98,6199.59,Month-to-month,Medium,8,15,12,1,1,Low Value / Dormant
CUS-004387,41,141.94,5988.29,Two year,Medium,7,48,18,1,1,Low Value / Dormant
CUS-004388,5,114.12,579.4,Month-to-month,Low,8,6,7,1,3,New / At-Risk
CUS-004389,32,91.63,2838.2,Month-to-month,Low,4,4,54,1,3,New / At-Risk
CUS-004390,70,120.15,8440.63,One year,High,6,23,3,1,1,Low Value / Dormant
CUS-004391,35,68.22,2446.69,Month-to-month,Medium,9,45,43,1,2,Mid Value / Moderate
CUS-004392,22,114.96,2629.27,Month-to-month,High,8,65,24,1,0,High Value / Loyal
CUS-004393,65,73.39,4943.18,Month-to-month,Medium,4,56,6,0,2,Mid Value / Moderate
CUS-004394,22,56.36,1197.02,One year,High,7,98,55,0,0,High Value / Loyal
CUS-004395,11,99.26,1090.6,Two year,Medium,7,63,26,1,0,High Value / Loyal
CUS-004396,3,109.29,327.17,One year,Medium,2,15,39,0,3,New / At-Risk
CUS-004397,9,79.71,745.98,One year,Medium,4,4,50,1,3,New / At-Risk
CUS-004398,60,93.52,5331.45,One year,High,7,91,22,0,1,Low Value / Dormant
CUS-004399,14,110.23,1580.04,Month-to-month,Medium,9,77,39,1,0,High Value / Loyal
CUS-004400,18,119.8,2182.03,Two year,Low,2,32,50,0,3,New / At-Risk
CUS-004401,23,136.42,3270.04,One year,Medium,2,9,56,0,3,New / At-Risk
CUS-004402,47,66.09,3092.88,Month-to-month,Medium,5,89,28,0,2,Mid Value / Moderate
CUS-004403,69,143.69,10071.08,Month-to-month,Medium,6,57,57,1,1,Low Value / Dormant
CUS-004404,47,102.85,5062.3,Two year,Medium,6,67,35,0,1,Low Value / Dormant
CUS-004405,30,122.4,3761.6,Month-to-month,High,5,39,9,0,3,New / At-Risk
CUS-004406,25,110.97,2654.23,Two year,Medium,6,40,31,0,3,New / At-Risk
CUS-004407,28,46.72,1264.79,Month-to-month,High,6,16,46,0,3,New / At-Risk
CUS-004408,25,29.29,755.71,One year,Medium,3,81,22,0,0,High Value / Loyal
CUS-004409,58,114.42,6526.57,Month-to-month,Medium,7,91,39,0,1,Low Value / Dormant
CUS-004410,41,86.44,3616.89,Two year,Low,7,10,46,1,3,New / At-Risk
CUS-004411,25,111.29,2837.79,One year,High,1,53,47,1,3,New / At-Risk
CUS-004412,48,81.99,4129.79,Month-to-month,Medium,9,65,23,1,2,Mid Value / Moderate
CUS-004413,10,60.59,604.08,Month-to-month,High,4,50,20,0,0,High Value / Loyal
CUS-004414,11,57.05,642.5,Month-to-month,Medium,1,29,38,1,3,New / At-Risk
CUS-004415,21,114.97,2305.41,Two year,Low,2,18,39,0,3,New / At-Risk
CUS-004416,45,55.98,2509.74,One year,Medium,2,52,28,0,2,Mid Value / Moderate
CUS-004417,7,112.91,765.59,Two year,High,4,32,44,0,3,New / At-Risk
CUS-004418,64,69.91,4626.94,Month-to-month,Low,7,33,44,0,2,Mid Value / Moderate
CUS-004419,64,120.22,7955.4,One year,Medium,2,86,26,0,1,Low Value / Dormant
CUS-004420,2,38.57,75.1,Two year,Medium,6,11,33,0,3,New / At-Risk
CUS-004421,42,46.65,1923.59,One year,Medium,4,29,25,0,2,Mid Value / Moderate
CUS-004422,54,109.17,6014.46,Month-to-month,High,9,20,51,1,1,Low Value / Dormant
CUS-004423,16,92.83,1520.67,One year,Low,9,22,14,0,3,New / At-Risk
CUS-004424,18,46.5,850.27,One year,Medium,9,96,5,0,0,High Value / Loyal
CUS-004425,59,137.37,8507.24,One year,Medium,3,72,24,0,1,Low Value / Dormant
CUS-004426,16,55.87,926.92,Month-to-month,Low,1,86,17,0,0,High Value / Loyal
CUS-004427,6,74.74,444.72,Month-to-month,Low,5,15,6,0,3,New / At-Risk
CUS-004428,57,46.3,2593.29,Two year,Medium,3,35,1,0,2,Mid Value / Moderate
CUS-004429,47,70.44,3342.91,Month-to-month,Medium,3,80,57,0,2,Mid Value / Moderate
CUS-004430,48,83.91,4155.82,Month-to-month,Low,4,93,33,1,0,High Value / Loyal
CUS-004431,42,58.38,2446.0,One year,Low,8,34,0,0,2,Mid Value / Moderate
CUS-004432,60,119.98,7370.04,One year,Low,0,20,56,1,1,Low Value / Dormant
CUS-004433,4,71.21,271.15,Two year,Medium,4,77,53,0,0,High Value / Loyal
CUS-004434,2,114.84,239.45,Month-to-month,Low,4,56,45,1,0,High Value / Loyal
CUS-004435,59,46.92,2844.05,One year,High,1,51,1,0,2,Mid Value / Moderate
CUS-004436,27,69.01,1843.68,Month-to-month,Low,2,77,41,0,0,High Value / Loyal
CUS-004437,27,21.05,561.69,Month-to-month,High,3,95,35,0,0,High Value / Loyal
CUS-004438,7,118.62,797.39,Month-to-month,Medium,0,85,3,1,0,High Value / Loyal
CUS-004439,63,101.37,6587.91,One year,Medium,9,50,27,1,1,Low Value / Dormant
CUS-004440,46,126.32,5966.67,One year,Medium,2,30,22,0,1,Low Value / Dormant
CUS-004441,63,79.23,5056.47,Month-to-month,Medium,0,25,38,0,1,Low Value / Dormant
CUS-004442,12,123.97,1428.31,Month-to-month,Low,0,94,19,1,0,High Value / Loyal
CUS-004443,13,104.19,1322.23,One year,High,8,74,36,0,0,High Value / Loyal
CUS-004444,43,20.47,876.58,Month-to-month,Medium,3,71,58,0,2,Mid Value / Moderate
CUS-004445,17,52.98,879.59,Month-to-month,Low,3,98,43,0,0,High Value / Loyal
CUS-004446,63,84.21,5269.94,One year,Low,3,4,11,1,1,Low Value / Dormant
CUS-004447,36,100.43,3516.38,Month-to-month,High,8,63,31,1,0,High Value / Loyal
CUS-004448,8,28.53,224.78,Month-to-month,Low,7,22,56,1,3,New / At-Risk
CUS-004449,69,111.66,7821.91,One year,Medium,3,57,37,0,1,Low Value / Dormant
CUS-004450,36,90.66,3391.81,Month-to-month,Low,5,93,30,0,0,High Value / Loyal
CUS-004451,28,88.35,2445.4,Two year,High,1,54,17,1,0,High Value / Loyal
CUS-004452,47,57.97,2776.68,One year,Medium,5,4,28,0,2,Mid Value / Moderate
CUS-004453,30,97.33,2813.18,Month-to-month,Medium,0,65,33,0,0,High Value / Loyal
CUS-004454,23,23.57,544.42,One year,High,4,48,50,0,2,Mid Value / Moderate
CUS-004455,16,28.41,473.75,Month-to-month,Medium,7,23,28,1,3,New / At-Risk
CUS-004456,14,115.4,1539.37,One year,High,0,23,26,0,3,New / At-Risk
CUS-004457,71,61.85,4288.99,One year,Medium,1,6,30,0,2,Mid Value / Moderate
CUS-004458,52,65.11,3261.08,Two year,Medium,2,69,47,0,2,Mid Value / Moderate
CUS-004459,37,47.09,1748.1,Two year,Low,6,64,54,1,2,Mid Value / Moderate
CUS-004460,29,77.93,2300.59,One year,High,7,87,33,1,0,High Value / Loyal
CUS-004461,67,26.76,1713.58,One year,Medium,3,71,16,1,2,Mid Value / Moderate
CUS-004462,15,59.05,847.65,Month-to-month,Medium,7,5,19,0,3,New / At-Risk
CUS-004463,47,88.53,4314.52,Two year,High,0,33,30,0,1,Low Value / Dormant
CUS-004464,46,80.53,3688.27,Month-to-month,Low,2,26,30,1,2,Mid Value / Moderate
CUS-004465,52,149.96,7768.88,One year,High,3,59,57,1,1,Low Value / Dormant
CUS-004466,19,70.54,1399.83,Month-to-month,Medium,4,85,38,1,0,High Value / Loyal
CUS-004467,21,70.31,1449.96,Month-to-month,Low,8,34,20,1,3,New / At-Risk
CUS-004468,64,85.47,5686.96,Month-to-month,Medium,1,26,6,0,1,Low Value / Dormant
CUS-004469,37,44.74,1733.86,Month-to-month,Medium,6,74,31,1,2,Mid Value / Moderate
CUS-004470,27,133.92,3522.43,Month-to-month,High,2,66,54,0,0,High Value / Loyal
CUS-004471,55,94.39,5199.0,Month-to-month,Medium,9,20,11,0,1,Low Value / Dormant
CUS-004472,29,44.97,1308.73,Month-to-month,High,1,14,22,0,3,New / At-Risk
CUS-004473,20,123.15,2553.13,Month-to-month,Medium,8,71,42,1,0,High Value / Loyal
CUS-004474,25,24.46,599.59,Month-to-month,Medium,2,74,48,0,0,High Value / Loyal
CUS-004475,70,147.73,10649.55,One year,Medium,7,95,42,1,1,Low Value / Dormant
CUS-004476,63,132.47,8738.66,Two year,Low,0,8,39,0,1,Low Value / Dormant
CUS-004477,36,95.35,3549.54,One year,Medium,4,58,5,1,0,High Value / Loyal
CUS-004478,2,34.47,71.76,Month-to-month,Medium,4,1,31,0,3,New / At-Risk
CUS-004479,22,47.99,1077.68,Month-to-month,High,5,93,37,0,0,High Value / Loyal
CUS-004480,16,56.33,937.63,Month-to-month,Medium,6,31,14,1,3,New / At-Risk
CUS-004481,18,51.33,893.05,Two year,Medium,2,8,25,0,3,New / At-Risk
CUS-004482,69,84.68,5966.83,Month-to-month,Low,4,80,19,0,1,Low Value / Dormant
CUS-004483,54,142.79,7889.61,One year,Medium,7,83,11,1,1,Low Value / Dormant
CUS-004484,30,77.74,2318.09,Month-to-month,High,5,90,40,1,0,High Value / Loyal
CUS-004485,45,106.0,4569.68,Month-to-month,Medium,1,60,44,1,1,Low Value / Dormant
CUS-004486,19,109.52,2106.28,One year,Low,6,62,46,0,0,High Value / Loyal
CUS-004487,34,133.31,4329.28,Month-to-month,Medium,2,10,46,1,3,New / At-Risk
CUS-004488,13,24.4,,Month-to-month,Low,9,18,25,1,3,New / At-Risk
CUS-004489,43,72.56,3087.03,Two year,Medium,8,66,29,0,2,Mid Value / Moderate
CUS-004490,62,122.02,7942.4,Month-to-month,Medium,3,93,28,1,1,Low Value / Dormant
CUS-004491,22,125.93,2715.05,One year,Medium,3,66,29,1,0,High Value / Loyal
CUS-004492,52,140.55,7542.98,Month-to-month,Medium,3,52,12,0,1,Low Value / Dormant
CUS-004493,52,111.36,5532.14,Two year,High,9,67,40,0,1,Low Value / Dormant
CUS-004494,36,51.87,1872.88,One year,Medium,9,88,42,0,0,High Value / Loyal
CUS-004495,19,85.74,1634.97,Month-to-month,Low,7,9,21,0,3,New / At-Risk
CUS-004496,38,24.2,931.63,Two year,Medium,0,48,42,1,2,Mid Value / Moderate
CUS-004497,70,104.1,7512.95,Month-to-month,Low,2,60,40,0,1,Low Value / Dormant
CUS-004498,57,92.06,5384.77,Month-to-month,Medium,7,78,16,1,1,Low Value / Dormant
CUS-004499,20,106.69,2189.47,One year,High,6,52,22,0,3,New / At-Risk
CUS-004500,9,140.92,1259.68,One year,Low,5,43,24,0,3,New / At-Risk
CUS-004501,32,109.35,3578.66,One year,Medium,6,75,52,1,0,High Value / Loyal
CUS-004502,4,61.66,246.42,One year,Medium,0,50,5,0,0,High Value / Loyal
CUS-004503,50,45.84,2192.54,Month-to-month,Medium,7,88,53,0,2,Mid Value / Moderate
CUS-004504,5,131.1,681.09,Two year,High,3,14,36,0,3,New / At-Risk
CUS-004505,20,45.26,940.58,Two year,Medium,0,18,25,0,3,New / At-Risk
CUS-004506,37,41.01,1490.47,One year,Low,3,77,56,0,2,Mid Value / Moderate
CUS-004507,22,46.86,1073.58,Month-to-month,High,1,34,20,0,3,New / At-Risk
CUS-004508,58,86.15,5125.57,Two year,High,4,83,34,0,1,Low Value / Dormant
CUS-004509,68,36.14,2433.44,One year,High,0,41,5,0,2,Mid Value / Moderate
CUS-004510,44,141.96,6140.79,Two year,Medium,0,75,21,0,1,Low Value / Dormant
CUS-004511,34,145.61,5186.08,Month-to-month,Medium,4,49,16,0,1,Low Value / Dormant
CUS-004512,42,146.59,6287.87,One year,Medium,1,90,10,0,1,Low Value / Dormant
CUS-004513,9,25.09,223.04,Two year,Medium,8,69,3,1,0,High Value / Loyal
CUS-004514,7,143.01,1015.25,Month-to-month,Medium,9,85,57,1,0,High Value / Loyal
CUS-004515,68,149.66,10249.94,One year,High,6,9,43,1,1,Low Value / Dormant
CUS-004516,19,142.52,2714.44,Two year,Low,3,48,9,0,3,New / At-Risk
CUS-004517,31,107.22,3371.98,One year,Medium,6,12,16,1,3,New / At-Risk
CUS-004518,35,111.16,3905.24,One year,Medium,7,65,37,1,1,Low Value / Dormant
CUS-004519,57,35.89,2077.56,Month-to-month,Medium,7,14,17,0,2,Mid Value / Moderate
CUS-004520,61,133.66,8485.47,One year,Medium,7,64,52,1,1,Low Value / Dormant
CUS-004521,31,27.75,902.79,Month-to-month,High,4,26,18,1,2,Mid Value / Moderate
CUS-004522,53,61.3,3317.16,Month-to-month,High,6,7,21,0,2,Mid Value / Moderate
CUS-004523,32,148.85,4966.97,One year,Low,6,55,56,1,1,Low Value / Dormant
CUS-004524,66,74.9,5120.76,Month-to-month,High,1,59,14,0,1,Low Value / Dormant
CUS-004525,59,37.05,2141.16,Two year,Medium,2,80,43,0,2,Mid Value / Moderate
CUS-004526,10,146.01,1523.29,One year,Medium,1,79,18,0,0,High Value / Loyal
CUS-004527,2,147.94,283.18,One year,Low,2,56,24,0,0,High Value / Loyal
CUS-004528,66,44.32,2875.08,Month-to-month,Low,8,68,36,1,2,Mid Value / Moderate
CUS-004529,60,132.42,8056.66,Month-to-month,High,6,30,17,1,1,Low Value / Dormant
CUS-004530,17,70.76,1206.07,Month-to-month,Medium,3,23,57,0,3,New / At-Risk
CUS-004531,16,69.58,1117.97,Month-to-month,Medium,7,86,11,0,0,High Value / Loyal
CUS-004532,16,54.15,891.96,Two year,High,6,79,31,1,0,High Value / Loyal
CUS-004533,46,25.81,1151.12,One year,Low,9,17,25,0,2,Mid Value / Moderate
CUS-004534,39,54.84,2241.91,Two year,Medium,5,2,25,1,3,New / At-Risk
CUS-004535,31,26.99,831.49,One year,Medium,3,72,46,0,0,High Value / Loyal
CUS-004536,1,140.17,146.47,One year,Medium,4,70,41,0,0,High Value / Loyal
CUS-004537,11,106.02,1152.63,One year,Medium,9,39,27,0,3,New / At-Risk
CUS-004538,4,135.26,546.55,Month-to-month,High,7,92,24,1,0,High Value / Loyal
CUS-004539,71,113.25,8000.64,One year,Medium,2,48,29,0,1,Low Value / Dormant
CUS-004540,26,37.07,980.71,Month-to-month,Low,2,5,50,1,3,New / At-Risk
CUS-004541,50,142.28,6888.72,One year,Medium,4,21,40,0,1,Low Value / Dormant
CUS-004542,12,136.99,1627.5,Month-to-month,Medium,8,50,37,1,3,New / At-Risk
CUS-004543,65,65.25,4058.18,One year,High,4,20,13,1,2,Mid Value / Moderate
CUS-004544,47,34.5,1637.38,Month-to-month,High,0,98,0,0,2,Mid Value / Moderate
CUS-004545,53,111.54,6185.15,Month-to-month,Medium,4,71,32,0,1,Low Value / Dormant
CUS-004546,71,114.69,7773.02,One year,Medium,8,94,10,0,1,Low Value / Dormant
CUS-004547,2,136.59,277.54,Month-to-month,High,6,94,34,1,0,High Value / Loyal
CUS-004548,24,26.85,662.01,Month-to-month,Medium,8,79,20,0,0,High Value / Loyal
CUS-004549,4,38.42,149.28,Month-to-month,Low,9,91,21,1,0,High Value / Loyal
CUS-004550,19,97.77,1815.52,Month-to-month,Medium,9,73,4,1,0,High Value / Loyal
CUS-004551,26,100.49,2534.7,Two year,Medium,4,27,39,0,3,New / At-Risk
CUS-004552,40,24.37,955.02,One year,Medium,2,2,53,0,2,Mid Value / Moderate
CUS-004553,50,71.6,3440.47,Two year,Medium,1,91,17,0,2,Mid Value / Moderate
CUS-004554,43,95.94,4071.98,Month-to-month,Medium,8,47,36,1,1,Low Value / Dormant
CUS-004555,67,115.93,7665.4,Month-to-month,Medium,4,40,43,0,1,Low Value / Dormant
CUS-004556,12,61.1,755.72,One year,Low,0,89,54,0,0,High Value / Loyal
CUS-004557,67,82.91,5721.98,Month-to-month,Low,1,36,28,0,1,Low Value / Dormant
CUS-004558,27,125.83,3498.14,Month-to-month,High,1,71,17,1,0,High Value / Loyal
CUS-004559,54,144.01,7828.47,One year,High,3,13,52,1,1,Low Value / Dormant
CUS-004560,66,49.94,3238.71,One year,Low,5,84,11,1,2,Mid Value / Moderate
CUS-004561,49,52.9,2568.8,Month-to-month,Medium,7,22,20,0,2,Mid Value / Moderate
CUS-004562,16,142.18,2233.36,Month-to-month,High,2,18,39,0,3,New / At-Risk
CUS-004563,2,71.47,144.11,One year,Medium,9,75,29,0,0,High Value / Loyal
CUS-004564,60,113.39,7101.08,Month-to-month,High,9,6,40,1,1,Low Value / Dormant
CUS-004565,54,99.59,5262.2,Two year,High,5,68,14,0,1,Low Value / Dormant
CUS-004566,30,57.13,1706.74,Two year,Medium,3,67,34,0,0,High Value / Loyal
CUS-004567,38,104.96,4050.47,Two year,Low,7,52,46,0,1,Low Value / Dormant
CUS-004568,28,105.22,3047.82,Month-to-month,High,8,70,27,1,0,High Value / Loyal
CUS-004569,25,97.02,2365.61,Month-to-month,Medium,8,79,3,1,0,High Value / Loyal
CUS-004570,10,32.96,322.32,Two year,Low,5,3,27,1,3,New / At-Risk
CUS-004571,60,149.37,9307.54,Month-to-month,Medium,1,17,29,0,1,Low Value / Dormant
CUS-004572,42,72.05,2899.25,Month-to-month,Low,1,94,47,1,0,High Value / Loyal
CUS-004573,40,102.97,4162.34,Month-to-month,High,9,86,56,1,0,High Value / Loyal
CUS-004574,42,135.15,5880.86,Month-to-month,Low,8,66,56,1,1,Low Value / Dormant
CUS-004575,47,75.03,3675.01,One year,Medium,4,57,50,0,2,Mid Value / Moderate
CUS-004576,37,120.61,4245.11,Two year,High,6,80,49,1,1,Low Value / Dormant
CUS-004577,22,146.34,3177.46,One year,High,5,22,26,0,3,New / At-Risk
CUS-004578,57,66.66,3707.47,One year,High,8,11,15,0,2,Mid Value / Moderate
CUS-004579,27,72.69,1975.85,Month-to-month,Medium,4,36,31,1,3,New / At-Risk
CUS-004580,41,137.72,5721.74,One year,High,7,53,11,1,1,Low Value / Dormant
CUS-004581,34,40.75,1454.87,Month-to-month,Medium,3,76,43,1,0,High Value / Loyal
CUS-004582,32,23.72,759.92,Month-to-month,High,6,40,54,1,2,Mid Value / Moderate
CUS-004583,66,138.16,9165.2,Month-to-month,Medium,8,35,35,1,1,Low Value / Dormant
CUS-004584,12,126.81,1508.64,One year,High,1,43,14,1,3,New / At-Risk
CUS-004585,40,146.44,5651.06,Month-to-month,Medium,8,45,18,1,1,Low Value / Dormant
CUS-004586,10,27.57,270.29,Two year,Low,7,41,17,1,3,New / At-Risk
CUS-004587,48,40.3,1885.6,Two year,Low,9,64,25,1,2,Mid Value / Moderate
CUS-004588,20,33.69,694.11,Month-to-month,High,0,15,10,0,3,New / At-Risk
CUS-004589,39,108.84,4264.37,Month-to-month,High,9,44,29,1,1,Low Value / Dormant
CUS-004590,60,98.78,5806.09,One year,Medium,6,42,27,0,1,Low Value / Dormant
CUS-004591,66,66.71,4398.29,Two year,Medium,4,59,55,0,2,Mid Value / Moderate
CUS-004592,65,27.47,1735.04,Two year,High,4,85,22,1,2,Mid Value / Moderate
CUS-004593,51,103.16,5095.31,Month-to-month,Low,6,4,14,0,1,Low Value / Dormant
CUS-004594,36,94.12,3510.12,Month-to-month,Low,9,71,47,1,0,High Value / Loyal
CUS-004595,24,34.68,869.28,Month-to-month,High,3,29,10,0,3,New / At-Risk
CUS-004596,27,138.16,3573.61,Month-to-month,Low,0,41,42,0,3,New / At-Risk
CUS-004597,2,45.86,94.16,Month-to-month,Medium,5,6,20,0,3,New / At-Risk
CUS-004598,31,116.66,3599.46,One year,Medium,0,39,44,0,3,New / At-Risk
CUS-004599,57,135.06,7612.94,Month-to-month,High,0,81,38,0,1,Low Value / Dormant
CUS-004600,66,95.33,6411.07,Two year,Low,7,66,30,1,1,Low Value / Dormant
CUS-004601,29,52.09,1475.31,Month-to-month,Low,3,81,14,0,0,High Value / Loyal
CUS-004602,15,60.2,859.74,Month-to-month,Low,4,93,16,1,0,High Value / Loyal
CUS-004603,12,135.15,1575.38,Month-to-month,Medium,9,27,24,1,3,New / At-Risk
CUS-004604,28,58.77,1593.81,Month-to-month,Medium,9,7,23,1,3,New / At-Risk
CUS-004605,24,117.0,2677.27,One year,Medium,0,11,58,1,3,New / At-Risk
CUS-004606,21,148.72,3067.35,Month-to-month,Medium,9,90,44,1,0,High Value / Loyal
CUS-004607,10,149.98,1495.94,Two year,Medium,6,32,35,0,3,New / At-Risk
CUS-004608,18,89.35,1646.27,Two year,Low,1,87,32,1,0,High Value / Loyal
CUS-004609,14,127.45,1753.22,Two year,Medium,5,51,43,0,3,New / At-Risk
CUS-004610,34,148.73,4902.44,One year,High,8,40,3,1,1,Low Value / Dormant
CUS-004611,58,68.71,3877.68,One year,Medium,1,7,0,1,2,Mid Value / Moderate
CUS-004612,22,52.81,1207.34,Month-to-month,High,5,1,37,0,3,New / At-Risk
CUS-004613,70,34.85,2367.49,One year,High,4,25,55,0,2,Mid Value / Moderate
CUS-004614,36,38.32,1431.72,Two year,Low,1,95,10,0,0,High Value / Loyal
CUS-004615,45,130.96,5862.13,Month-to-month,Medium,8,6,20,0,1,Low Value / Dormant
CUS-004616,36,96.53,3626.19,One year,Medium,1,92,24,0,0,High Value / Loyal
CUS-004617,22,133.58,2911.8,Two year,Medium,0,95,57,1,0,High Value / Loyal
CUS-004618,61,122.63,7239.27,Two year,Medium,8,16,49,1,1,Low Value / Dormant
CUS-004619,56,107.59,6054.4,Month-to-month,Medium,8,15,27,1,1,Low Value / Dormant
CUS-004620,33,99.21,3302.66,Month-to-month,High,8,22,49,1,3,New / At-Risk
CUS-004621,45,26.28,1198.81,Month-to-month,High,7,18,51,1,2,Mid Value / Moderate
CUS-004622,36,133.4,4759.75,One year,Low,3,50,5,1,1,Low Value / Dormant
CUS-004623,20,74.32,1419.29,Month-to-month,Low,8,72,45,0,0,High Value / Loyal
CUS-004624,18,92.77,1691.06,Month-to-month,Medium,1,10,5,0,3,New / At-Risk
CUS-004625,38,22.85,906.06,Month-to-month,Medium,0,49,21,0,2,Mid Value / Moderate
CUS-004626,67,141.69,9927.57,Month-to-month,Medium,9,70,14,1,1,Low Value / Dormant
CUS-004627,23,137.36,3189.8,Month-to-month,Medium,6,10,53,1,3,New / At-Risk
CUS-004628,16,90.63,1380.4,One year,High,5,39,32,0,3,New / At-Risk
CUS-004629,59,95.05,5387.05,Two year,Low,2,58,16,0,1,Low Value / Dormant
CUS-004630,69,111.65,7961.31,Month-to-month,Medium,1,71,11,0,1,Low Value / Dormant
CUS-004631,68,54.41,3821.91,One year,High,7,42,30,1,2,Mid Value / Moderate
CUS-004632,21,48.85,1071.58,One year,Medium,3,45,34,0,3,New / At-Risk
CUS-004633,70,107.62,7581.65,Month-to-month,Medium,5,99,33,0,1,Low Value / Dormant
CUS-004634,12,33.57,417.56,Two year,Medium,3,28,31,1,3,New / At-Risk
CUS-004635,16,79.03,1305.53,Month-to-month,Medium,8,89,22,1,0,High Value / Loyal
CUS-004636,14,84.06,1187.35,One year,High,4,92,37,0,0,High Value / Loyal
CUS-004637,61,69.57,4364.38,One year,Medium,5,73,4,0,2,Mid Value / Moderate
CUS-004638,71,44.08,3012.87,One year,Low,8,5,39,0,2,Mid Value / Moderate
CUS-004639,46,66.19,3087.18,Month-to-month,Low,5,57,1,1,2,Mid Value / Moderate
CUS-004640,32,63.88,2136.93,One year,High,1,80,58,0,0,High Value / Loyal
CUS-004641,15,84.9,1230.52,One year,Medium,0,29,30,1,3,New / At-Risk
CUS-004642,44,107.71,4854.83,One year,High,8,55,11,1,1,Low Value / Dormant
CUS-004643,17,145.87,2435.36,Two year,Medium,1,23,38,1,3,New / At-Risk
CUS-004644,41,38.74,1638.76,One year,Medium,1,57,45,0,2,Mid Value / Moderate
CUS-004645,54,133.49,7350.74,Month-to-month,Low,3,18,41,1,1,Low Value / Dormant
CUS-004646,44,56.94,2612.28,Month-to-month,High,9,26,19,1,2,Mid Value / Moderate
CUS-004647,5,96.88,494.66,One year,Medium,9,5,13,0,3,New / At-Risk
CUS-004648,27,91.08,2436.99,One year,Medium,2,8,10,0,3,New / At-Risk
CUS-004649,43,92.4,3779.0,Month-to-month,Medium,6,19,59,0,3,New / At-Risk
CUS-004650,31,114.04,3638.69,Month-to-month,Medium,6,28,30,1,3,New / At-Risk
CUS-004651,17,69.62,1172.7,Month-to-month,Low,2,68,50,1,0,High Value / Loyal
CUS-004652,54,61.48,3376.73,One year,Medium,2,84,32,0,2,Mid Value / Moderate
CUS-004653,62,130.87,7793.4,One year,Medium,8,50,25,0,1,Low Value / Dormant
CUS-004654,32,48.61,1616.41,One year,Low,6,86,1,0,0,High Value / Loyal
CUS-004655,40,43.43,1726.1,Month-to-month,High,2,76,30,0,2,Mid Value / Moderate
CUS-004656,13,22.03,298.4,Month-to-month,High,2,65,54,1,0,High Value / Loyal
CUS-004657,35,47.38,1692.46,One year,Medium,2,8,34,0,3,New / At-Risk
CUS-004658,5,87.41,420.5,Month-to-month,Low,8,60,26,0,0,High Value / Loyal
CUS-004659,29,90.01,2630.85,Month-to-month,Medium,7,58,4,1,0,High Value / Loyal
CUS-004660,70,53.07,3867.53,One year,Low,6,27,10,1,2,Mid Value / Moderate
CUS-004661,25,29.4,756.94,Two year,High,7,85,50,0,0,High Value / Loyal
CUS-004662,22,116.8,2548.6,Month-to-month,Medium,0,33,38,0,3,New / At-Risk
CUS-004663,66,118.54,8179.44,Two year,High,8,97,27,0,1,Low Value / Dormant
CUS-004664,45,149.72,6581.42,Month-to-month,Medium,4,46,15,1,1,Low Value / Dormant
CUS-004665,69,137.0,9335.2,Month-to-month,Medium,4,37,51,0,1,Low Value / Dormant
CUS-004666,1,140.39,143.89,Month-to-month,Medium,4,69,39,0,0,High Value / Loyal
CUS-004667,44,123.77,5300.27,One year,Medium,8,15,25,1,1,Low Value / Dormant
CUS-004668,39,100.02,3906.6,Month-to-month,High,4,94,23,1,0,High Value / Loyal
CUS-004669,54,36.71,2027.75,One year,High,1,67,3,0,2,Mid Value / Moderate
CUS-004670,29,100.9,2968.25,Month-to-month,Medium,5,28,11,1,3,New / At-Risk
CUS-004671,54,27.27,1422.05,Month-to-month,Medium,6,63,17,1,2,Mid Value / Moderate
CUS-004672,16,135.09,2189.45,Month-to-month,Medium,6,94,54,1,0,High Value / Loyal
CUS-004673,20,82.64,1664.75,One year,Low,6,3,13,1,3,New / At-Risk
CUS-004674,46,110.67,5120.34,One year,Medium,1,52,16,0,1,Low Value / Dormant
CUS-004675,67,26.79,1853.57,One year,Medium,5,44,43,0,2,Mid Value / Moderate
CUS-004676,65,89.45,5630.6,One year,Low,8,60,40,1,1,Low Value / Dormant
CUS-004677,58,59.16,3517.85,One year,High,0,58,15,0,2,Mid Value / Moderate
CUS-004678,53,57.05,3102.32,One year,Low,2,95,52,0,2,Mid Value / Moderate
CUS-004679,1,70.66,72.23,Two year,Medium,5,14,41,0,3,New / At-Risk
CUS-004680,66,20.08,1326.28,One year,Medium,6,6,19,1,2,Mid Value / Moderate
CUS-004681,29,80.67,2314.87,One year,High,1,19,51,1,3,New / At-Risk
CUS-004682,70,83.25,5766.38,One year,High,9,62,42,1,1,Low Value / Dormant
CUS-004683,8,132.21,1082.39,One year,High,7,5,27,1,3,New / At-Risk
CUS-004684,29,78.31,2270.46,Month-to-month,Medium,5,49,59,0,3,New / At-Risk
CUS-004685,51,67.26,3374.95,One year,High,8,51,40,0,2,Mid Value / Moderate
CUS-004686,33,149.32,4989.29,Month-to-month,Low,8,26,0,1,1,Low Value / Dormant
CUS-004687,3,94.26,292.3,Month-to-month,Medium,8,56,15,0,0,High Value / Loyal
CUS-004688,60,81.44,4672.12,One year,High,8,18,3,0,2,Mid Value / Moderate
CUS-004689,35,84.47,3096.1,Month-to-month,High,1,45,53,0,3,New / At-Risk
CUS-004690,69,125.19,8289.93,Two year,Low,9,95,31,1,1,Low Value / Dormant
CUS-004691,20,64.29,1287.27,One year,Medium,9,82,28,0,0,High Value / Loyal
